ID,school_name,class,region,wins,losses,ties,games,AA_wins,A_wins,B_wins,C_wins,D_wins,PI,TI
1,MDI,A,North,,,,,,,,,,,
2,Morse,A,North,,,,,,,,,,,
3,Waterville,A,North,,,,,,,,,,,
4,Camden,A,North,,,,,,,,,,,
5,Ellsworth,A,North,,,,,,,,,,,
6,Mt_Ararat,A,South,,,,,,,,,,,
7,Yarmouth,A,South,,,,,,,,,,,
8,Spruce_Mountain,A,South,,,,,,,,,,,
9,Gray,A,South,,,,,,,,,,,
10,Lake_Region,A,South,,,,,,,,,,,
11,Greely,A,South,,,,,,,,,,,
